target,model_label,prompt_mode,candidate,scheme,fold,n_test,log_loss,brier,mae,rmse
absolute_error,Qwen3-32B,direct,intercept_only,needle,N=20,15,,,1.1718842254692545,1.2531542709880352
absolute_error,Qwen3-32B,direct,intercept_only,needle,N=30,15,,,1.4656246652135638,1.616308858394261
absolute_error,Qwen3-32B,direct,intercept_only,length,T=2000,50,,,0.6978846400559591,0.7509404287728675
absolute_error,Qwen3-32B,direct,intercept_only,length,T=5000,50,,,0.624692079685901,0.7905891135357545
absolute_error,Qwen3-32B,direct,intercept_only,length,T=10000,50,,,0.8106342105139521,1.0100044452114536
absolute_error,Qwen3-32B,direct,log_density,seed,seed=1234,30,,,0.5698234501258684,0.7471225654858216
absolute_error,Qwen3-32B,direct,log_density,seed,seed=1235,30,,,0.6213455665520594,0.791657028162354
absolute_error,Qwen3-32B,direct,log_density,seed,seed=1236,30,,,0.6283186265184816,0.7663844707752878
absolute_error,Qwen3-32B,direct,log_density,seed,seed=1237,30,,,0.5637173700451217,0.7254890924396102
absolute_error,Qwen3-32B,direct,log_density,seed,seed=1238,30,,,0.5031787375791279,0.6074342008756579
absolute_error,Qwen3-32B,direct,log_density,needle,N=1,15,,,0.21771900989873594,0.2842367579095618
absolute_error,Qwen3-32B,direct,log_density,needle,N=2,15,,,0.4412737078783219,0.47846037736917213
absolute_error,Qwen3-32B,direct,log_density,needle,N=3,15,,,0.5351322072483449,0.5684181102714796
absolute_error,Qwen3-32B,direct,log_density,needle,N=4,15,,,0.5553423334957768,0.6220805278994098
absolute_error,Qwen3-32B,direct,log_density,needle,N=5,15,,,0.5077510560374551,0.6291082445699345
absolute_error,Qwen3-32B,direct,log_density,needle,N=6,15,,,0.5611452949683696,0.6943363174995403
absolute_error,Qwen3-32B,direct,log_density,needle,N=8,15,,,0.47516156079972816,0.586282927114132
absolute_error,Qwen3-32B,direct,log_density,needle,N=10,15,,,0.5672101294571145,0.6956099239519686
absolute_error,Qwen3-32B,direct,log_density,needle,N=20,15,,,0.8780833722872362,1.031776407112721
absolute_error,Qwen3-32B,direct,log_density,needle,N=30,15,,,1.286177715557027,1.4003947772693224
absolute_error,Qwen3-32B,direct,log_density,length,T=2000,50,,,1.3281507137435897,1.430813615109141
absolute_error,Qwen3-32B,direct,log_density,length,T=5000,50,,,0.49918217047159497,0.6415635506345501
absolute_error,Qwen3-32B,direct,log_density,length,T=10000,50,,,0.8302267860837886,1.0360491262243399
absolute_error,Qwen3-32B,direct,log_burden,seed,seed=1234,30,,,0.3269433087725068,0.43925630528196197
absolute_error,Qwen3-32B,direct,log_burden,seed,seed=1235,30,,,0.38854133413741715,0.48143863461278313
absolute_error,Qwen3-32B,direct,log_burden,seed,seed=1236,30,,,0.45156150183302785,0.5317074390735643
absolute_error,Qwen3-32B,direct,log_burden,seed,seed=1237,30,,,0.4072959455344275,0.5270922959667296
absolute_error,Qwen3-32B,direct,log_burden,seed,seed=1238,30,,,0.36915131926295325,0.4849617060093568
absolute_error,Qwen3-32B,direct,log_burden,needle,N=1,15,,,0.4641393475991609,0.5988397510518955
absolute_error,Qwen3-32B,direct,log_burden,needle,N=2,15,,,0.3530025418098551,0.386629151105158
absolute_error,Qwen3-32B,direct,log_burden,needle,N=3,15,,,0.23486780582505754,0.3046430810729597
absolute_error,Qwen3-32B,direct,log_burden,needle,N=4,15,,,0.4284046357254538,0.566515119056981
absolute_error,Qwen3-32B,direct,log_burden,needle,N=5,15,,,0.30365855679165477,0.46517790165508105
absolute_error,Qwen3-32B,direct,log_burden,needle,N=6,15,,,0.3766978429559486,0.46580777594007955
absolute_error,Qwen3-32B,direct,log_burden,needle,N=8,15,,,0.29544917089966727,0.33626934762646177
absolute_error,Qwen3-32B,direct,log_burden,needle,N=10,15,,,0.35531159609512103,0.4482842368658549
absolute_error,Qwen3-32B,direct,log_burden,needle,N=20,15,,,0.5363125529254856,0.5990003918987246
absolute_error,Qwen3-32B,direct,log_burden,needle,N=30,15,,,0.7720490532374191,0.8790689006029575
absolute_error,Qwen3-32B,direct,log_burden,length,T=2000,50,,,0.5773294988586875,0.6916512291784093
absolute_error,Qwen3-32B,direct,log_burden,length,T=5000,50,,,0.3268747936536276,0.4378086012419526
absolute_error,Qwen3-32B,direct,log_burden,length,T=10000,50,,,0.4720826740869185,0.568570724831934
absolute_error,Qwen3-32B,direct,log_separable,seed,seed=1234,30,,,0.29790520609912935,0.43543432295307866
absolute_error,Qwen3-32B,direct,log_separable,seed,seed=1235,30,,,0.3832412742022853,0.4874063904006123
absolute_error,Qwen3-32B,direct,log_separable,seed,seed=1236,30,,,0.45405763688806816,0.5407692773227666
absolute_error,Qwen3-32B,direct,log_separable,seed,seed=1237,30,,,0.38197029730600374,0.5013918539072448
absolute_error,Qwen3-32B,direct,log_separable,seed,seed=1238,30,,,0.32874960608032117,0.4372915006428459
absolute_error,Qwen3-32B,direct,log_separable,needle,N=1,15,,,0.6749350802707847,0.7319707009457143
absolute_error,Qwen3-32B,direct,log_separable,needle,N=2,15,,,0.25812168626031873,0.28778112840463527
absolute_error,Qwen3-32B,direct,log_separable,needle,N=3,15,,,0.185868396730316,0.25453610275682925
absolute_error,Qwen3-32B,direct,log_separable,needle,N=4,15,,,0.4150246743264306,0.5086708896595089
absolute_error,Qwen3-32B,direct,log_separable,needle,N=5,15,,,0.3232150293535977,0.4361631150738613
absolute_error,Qwen3-32B,direct,log_separable,needle,N=6,15,,,0.3965971781561303,0.4672334830667739
absolute_error,Qwen3-32B,direct,log_separable,needle,N=8,15,,,0.23257088811219037,0.2985216510753231
absolute_error,Qwen3-32B,direct,log_separable,needle,N=10,15,,,0.3276797422814205,0.43325195096306546
absolute_error,Qwen3-32B,direct,log_separable,needle,N=20,15,,,0.4726091695139832,0.5585883023672517
absolute_error,Qwen3-32B,direct,log_separable,needle,N=30,15,,,0.7716913662129989,0.9019674458029956
absolute_error,Qwen3-32B,direct,log_separable,length,T=2000,50,,,0.4258942829915894,0.6200272177398799
absolute_error,Qwen3-32B,direct,log_separable,length,T=5000,50,,,0.31065262464296184,0.4111493131248234
absolute_error,Qwen3-32B,direct,log_separable,length,T=10000,50,,,0.4410728606632122,0.5448662112854596
absolute_error,Qwen3-32B,direct,semi_log_needles,seed,seed=1234,30,,,0.31123577169725947,0.44897113527061283
absolute_error,Qwen3-32B,direct,semi_log_needles,seed,seed=1235,30,,,0.4400743215094087,0.5772432009939321
absolute_error,Qwen3-32B,direct,semi_log_needles,seed,seed=1236,30,,,0.4186787901119121,0.5072062196164527
absolute_error,Qwen3-32B,direct,semi_log_needles,seed,seed=1237,30,,,0.39094784728094195,0.5195255511254354
absolute_error,Qwen3-32B,direct,semi_log_needles,seed,seed=1238,30,,,0.3354298784672685,0.4123401374600377
absolute_error,Qwen3-32B,direct,semi_log_needles,needle,N=1,15,,,0.3031306597428541,0.33875056139676674
absolute_error,Qwen3-32B,direct,semi_log_needles,needle,N=2,15,,,0.32878319006552115,0.38634995335068045
absolute_error,Qwen3-32B,direct,semi_log_needles,needle,N=3,15,,,0.18751896130927592,0.25318493909600553
absolute_error,Qwen3-32B,direct,semi_log_needles,needle,N=4,15,,,0.3232483942387713,0.42472160843696094
absolute_error,Qwen3-32B,direct,semi_log_needles,needle,N=5,15,,,0.25451325243245515,0.33647976433146354
absolute_error,Qwen3-32B,direct,semi_log_needles,needle,N=6,15,,,0.34774038936015056,0.4301163736083438
absolute_error,Qwen3-32B,direct,semi_log_needles,needle,N=8,15,,,0.47341131930362823,0.5334913955773375
absolute_error,Qwen3-32B,direct,semi_log_needles,needle,N=10,15,,,0.5200187433468264,0.5637182515923655
absolute_error,Qwen3-32B,direct,semi_log_needles,needle,N=20,15,,,0.4953444597354727,0.5780513314291575
absolute_error,Qwen3-32B,direct,semi_log_needles,needle,N=30,15,,,1.0136316358357549,1.3508136621190052
absolute_error,Qwen3-32B,direct,semi_log_needles,length,T=2000,50,,,0.3733387034300995,0.6678876631941658
absolute_error,Qwen3-32B,direct,semi_log_needles,length,T=5000,50,,,0.3591505183027258,0.3948005424662806
absolute_error,Qwen3-32B,direct,semi_log_needles,length,T=10000,50,,,0.4800087715315658,0.5619556241030415
absolute_error,Qwen3-32B,direct,piecewise_log_needles,seed,seed=1234,30,,,0.25890130611071704,0.404992966183277
absolute_error,Qwen3-32B,direct,piecewise_log_needles,seed,seed=1235,30,,,0.3727233487586811,0.4991965006671064
absolute_error,Qwen3-32B,direct,piecewise_log_needles,seed,seed=1236,30,,,0.4173412037772157,0.5146442529772606
absolute_error,Qwen3-32B,direct,piecewise_log_needles,seed,seed=1237,30,,,0.35043921630620717,0.46714365501165056
absolute_error,Qwen3-32B,direct,piecewise_log_needles,seed,seed=1238,30,,,0.2918907833623196,0.36968877692928537
absolute_error,Qwen3-32B,direct,piecewise_log_needles,needle,N=1,15,,,0.35600964742924057,0.45495781510549727
absolute_error,Qwen3-32B,direct,piecewise_log_needles,needle,N=2,15,,,0.29157853317944504,0.3210563879617463
absolute_error,Qwen3-32B,direct,piecewise_log_needles,needle,N=3,15,,,0.20706725701741138,0.24435115551668773
absolute_error,Qwen3-32B,direct,piecewise_log_needles,needle,N=4,15,,,0.30854618827393915,0.41289986444764054
absolute_error,Qwen3-32B,direct,piecewise_log_needles,needle,N=5,15,,,0.24567955653913312,0.3308772381292894
absolute_error,Qwen3-32B,direct,piecewise_log_needles,needle,N=6,15,,,0.35221349954848685,0.42515929457447765
absolute_error,Qwen3-32B,direct,piecewise_log_needles,needle,N=8,15,,,0.30683617629559434,0.38337090003718044
absolute_error,Qwen3-32B,direct,piecewise_log_needles,needle,N=10,15,,,0.3560810090923624,0.4430899726276584
absolute_error,Qwen3-32B,direct,piecewise_log_needles,needle,N=20,15,,,0.3783933475767742,0.4981389801805638
absolute_error,Qwen3-32B,direct,piecewise_log_needles,needle,N=30,15,,,0.7450219055711452,0.9688430360006188
absolute_error,Qwen3-32B,direct,piecewise_log_needles,length,T=2000,50,,,0.3712762593004939,0.6237147020569025
absolute_error,Qwen3-32B,direct,piecewise_log_needles,length,T=5000,50,,,0.29319293266786894,0.3641884567786376
absolute_error,Qwen3-32B,direct,piecewise_log_needles,length,T=10000,50,,,0.4258818065022459,0.5056284028467168
absolute_error,Qwen3-32B,direct,log_interaction,seed,seed=1234,30,,,0.27054244456322735,0.36311227421328973
absolute_error,Qwen3-32B,direct,log_interaction,seed,seed=1235,30,,,0.3481106923958162,0.41986530863322846
absolute_error,Qwen3-32B,direct,log_interaction,seed,seed=1236,30,,,0.39595805312126303,0.4744019166719271
absolute_error,Qwen3-32B,direct,log_interaction,seed,seed=1237,30,,,0.36822507371101587,0.46287579853258143
absolute_error,Qwen3-32B,direct,log_interaction,seed,seed=1238,30,,,0.3790443550029566,0.4871636292711652
absolute_error,Qwen3-32B,direct,log_interaction,needle,N=1,15,,,0.6749350802649867,0.6977524578196396
absolute_error,Qwen3-32B,direct,log_interaction,needle,N=2,15,,,0.06034007995555501,0.07193983036044496
absolute_error,Qwen3-32B,direct,log_interaction,needle,N=3,15,,,0.26363522048569205,0.2758383809786794
absolute_error,Qwen3-32B,direct,log_interaction,needle,N=4,15,,,0.4173756314287064,0.48139371378392487
absolute_error,Qwen3-32B,direct,log_interaction,needle,N=5,15,,,0.3294439195992245,0.43408263783177753
absolute_error,Qwen3-32B,direct,log_interaction,needle,N=6,15,,,0.3946106336433953,0.46588205247568565
absolute_error,Qwen3-32B,direct,log_interaction,needle,N=8,15,,,0.27105062557522314,0.3131974859209626
absolute_error,Qwen3-32B,direct,log_interaction,needle,N=10,15,,,0.3381657661263759,0.4454628108371207
absolute_error,Qwen3-32B,direct,log_interaction,needle,N=20,15,,,0.5069154671124959,0.5558691791406133
absolute_error,Qwen3-32B,direct,log_interaction,needle,N=30,15,,,0.6389786788202005,0.7431832795425891
absolute_error,Qwen3-32B,direct,log_interaction,length,T=2000,50,,,0.37277301142578556,0.49254633820284816
absolute_error,Qwen3-32B,direct,log_interaction,length,T=5000,50,,,0.30394369626857787,0.40347406091843113
absolute_error,Qwen3-32B,direct,log_interaction,length,T=10000,50,,,0.3737625696433078,0.4702824245930572
exact,Qwen3-32B,enumeration,intercept_only,seed,seed=1234,30,0.16755238456413168,0.032845234504975854,,
exact,Qwen3-32B,enumeration,intercept_only,seed,seed=1235,30,0.016841656770836773,0.0002789110054454154,,
exact,Qwen3-32B,enumeration,intercept_only,seed,seed=1236,30,0.016841656770836773,0.0002789110054454154,,
exact,Qwen3-32B,enumeration,intercept_only,seed,seed=1237,30,0.016841656770836773,0.0002789110054454154,,
exact,Qwen3-32B,enumeration,intercept_only,seed,seed=1238,30,0.16755238456413168,0.032845234504975854,,
exact,Qwen3-32B,enumeration,intercept_only,needle,N=1,15,0.014957192801933049,0.00022040043838417514,,
exact,Qwen3-32B,enumeration,intercept_only,needle,N=2,15,0.014957192801933049,0.00022040043838417514,,
exact,Qwen3-32B,enumeration,intercept_only,needle,N=3,15,0.014957192801933049,0.00022040043838417514,,
exact,Qwen3-32B,enumeration,intercept_only,needle,N=4,15,0.014957192801933049,0.00022040043838417514,,
exact,Qwen3-32B,enumeration,intercept_only,needle,N=5,15,0.014957192801933049,0.00022040043838417514,,
exact,Qwen3-32B,enumeration,intercept_only,needle,N=6,15,0.014957192801933049,0.00022040043838417514,,
exact,Qwen3-32B,enumeration,intercept_only,needle,N=8,15,0.014957192801933049,0.00022040043838417514,,
exact,Qwen3-32B,enumeration,intercept_only,needle,N=10,15,0.014957192801933049,0.00022040043838417514,,
exact,Qwen3-32B,enumeration,intercept_only,needle,N=20,15,0.333666313105164,0.065729587774153,,
exact,Qwen3-32B,enumeration,intercept_only,needle,N=30,15,0.333666313105164,0.065729587774153,,
exact,Qwen3-32B,enumeration,intercept_only,length,T=2000,50,0.020242400325431578,0.00040155744811371663,,
exact,Qwen3-32B,enumeration,intercept_only,length,T=5000,50,0.020242400325431578,0.00040155744811371663,,
exact,Qwen3-32B,enumeration,intercept_only,length,T=10000,50,0.3714723534853546,0.03999258103008498,,
exact,Qwen3-32B,enumeration,log_density,seed,seed=1234,30,0.15974182872338274,0.032712015507961954,,
exact,Qwen3-32B,enumeration,log_density,seed,seed=1235,30,0.016901033387796065,0.0003880832578594095,,
exact,Qwen3-32B,enumeration,log_density,seed,seed=1236,30,0.016901033387796065,0.0003880832578594095,,
exact,Qwen3-32B,enumeration,log_density,seed,seed=1237,30,0.016901033387796065,0.0003880832578594095,,
exact,Qwen3-32B,enumeration,log_density,seed,seed=1238,30,0.16656423369882628,0.03287704039952439,,
exact,Qwen3-32B,enumeration,log_density,needle,N=1,15,0.005980892369210035,3.858606407513561e-05,,
exact,Qwen3-32B,enumeration,log_density,needle,N=2,15,0.008190421612349046,7.230059152563008e-05,,
exact,Qwen3-32B,enumeration,log_density,needle,N=3,15,0.009841669115429762,0.00010450294365515643,,
exact,Qwen3-32B,enumeration,log_density,needle,N=4,15,0.011246773591276148,0.00013670294173603092,,
exact,Qwen3-32B,enumeration,log_density,needle,N=5,15,0.012517557176595112,0.0001696743880974013,,
exact,Qwen3-32B,enumeration,log_density,needle,N=6,15,0.01370842005577557,0.0002039286269422265,,
exact,Qwen3-32B,enumeration,log_density,needle,N=8,15,0.015964896988655365,0.00027785747773220417,,
exact,Qwen3-32B,enumeration,log_density,needle,N=10,15,0.018163038043140456,0.0003613989235043211,,
exact,Qwen3-32B,enumeration,log_density,needle,N=20,15,0.33689338187706386,0.06593753278325558,,
exact,Qwen3-32B,enumeration,log_density,needle,N=30,15,0.3160282275997309,0.06557439792214713,,
exact,Qwen3-32B,enumeration,log_density,length,T=2000,50,0.08290753339333921,0.012125226963217965,,
exact,Qwen3-32B,enumeration,log_density,length,T=5000,50,0.018291414230103935,0.00038367326792010625,,
exact,Qwen3-32B,enumeration,log_density,length,T=10000,50,0.3767795624590442,0.0399934973142563,,
exact,Qwen3-32B,enumeration,log_burden,seed,seed=1234,30,0.0743325872725082,0.025789429926756514,,
exact,Qwen3-32B,enumeration,log_burden,seed,seed=1235,30,0.019184310656057788,0.003874355926280629,,
exact,Qwen3-32B,enumeration,log_burden,seed,seed=1236,30,0.019184310656057788,0.003874355926280629,,
exact,Qwen3-32B,enumeration,log_burden,seed,seed=1237,30,0.019184310656057788,0.003874355926280629,,
exact,Qwen3-32B,enumeration,log_burden,seed,seed=1238,30,0.1223896098787927,0.03268112069815271,,
exact,Qwen3-32B,enumeration,log_burden,needle,N=1,15,1.4057358779369573e-06,4.92792332047434e-12,,
exact,Qwen3-32B,enumeration,log_burden,needle,N=2,15,1.4475983973645205e-05,5.224518105646673e-10,,
exact,Qwen3-32B,enumeration,log_burden,needle,N=3,15,5.699524842633959e-05,8.093526303994992e-09,,
exact,Qwen3-32B,enumeration,log_burden,needle,N=4,15,0.0001518376767163668,5.73668494386197e-08,,
exact,Qwen3-32B,enumeration,log_burden,needle,N=5,15,0.0003271940851268942,2.6582929574074336e-07,,
exact,Qwen3-32B,enumeration,log_burden,needle,N=6,15,0.0006172131950718571,9.430217523391159e-07,,
exact,Qwen3-32B,enumeration,log_burden,needle,N=8,15,0.0017101899457849176,7.1693481356074835e-06,,
exact,Qwen3-32B,enumeration,log_burden,needle,N=10,15,0.0038271702967546664,3.535479647493301e-05,,
exact,Qwen3-32B,enumeration,log_burden,needle,N=20,15,0.2257063108063417,0.061824438074130655,,
exact,Qwen3-32B,enumeration,log_burden,needle,N=30,15,0.30832138163885064,0.1132292987816854,,
exact,Qwen3-32B,enumeration,log_burden,length,T=2000,50,0.00022318894608025437,3.094213085460547e-07,,
exact,Qwen3-32B,enumeration,log_burden,length,T=5000,50,0.006788314921504487,0.00024568581136144915,,
exact,Qwen3-32B,enumeration,log_burden,length,T=10000,50,0.35661426672797525,0.039989234519994754,,
exact,Qwen3-32B,enumeration,log_separable,seed,seed=1234,30,0.07494829803695337,0.02592874975902464,,
exact,Qwen3-32B,enumeration,log_separable,seed,seed=1235,30,0.019117791518640882,0.0038117128898269726,,
exact,Qwen3-32B,enumeration,log_separable,seed,seed=1236,30,0.019117791518640882,0.0038117128898269726,,
exact,Qwen3-32B,enumeration,log_separable,seed,seed=1237,30,0.019117791518640882,0.0038117128898269726,,
exact,Qwen3-32B,enumeration,log_separable,seed,seed=1238,30,0.11990645126075254,0.03237618374360386,,
exact,Qwen3-32B,enumeration,log_separable,needle,N=1,15,1.0941658992830212e-05,3.367965368555488e-10,,
exact,Qwen3-32B,enumeration,log_separable,needle,N=2,15,7.356929831575743e-05,1.5223344804311478e-08,,
exact,Qwen3-32B,enumeration,log_separable,needle,N=3,15,0.00022779548898138876,1.4588243571194112e-07,,
exact,Qwen3-32B,enumeration,log_separable,needle,N=4,15,0.0005147807363784823,7.443587903224816e-07,,
exact,Qwen3-32B,enumeration,log_separable,needle,N=5,15,0.0009791396608271577,2.6892178316120876e-06,,
exact,Qwen3-32B,enumeration,log_separable,needle,N=6,15,0.0016679471330191117,7.7878300115865e-06,,
exact,Qwen3-32B,enumeration,log_separable,needle,N=8,15,0.0038990309129603587,4.227914732539102e-05,,
exact,Qwen3-32B,enumeration,log_separable,needle,N=10,15,0.007495138589335085,0.0001546105016517057,,
exact,Qwen3-32B,enumeration,log_separable,needle,N=20,15,0.21432777783137405,0.06082521540863014,,
exact,Qwen3-32B,enumeration,log_separable,needle,N=30,15,0.28849250616629896,0.10081847205899655,,
exact,Qwen3-32B,enumeration,log_separable,length,T=2000,50,1.814296686204203e-05,1.7786753345917155e-09,,
exact,Qwen3-32B,enumeration,log_separable,length,T=5000,50,0.0063774375971858395,0.00021074960282327037,,
exact,Qwen3-32B,enumeration,log_separable,length,T=10000,50,0.36012885025216385,0.039990144434012775,,
exact,Qwen3-32B,enumeration,semi_log_needles,seed,seed=1234,30,0.07782722196332745,0.026405302781697945,,
exact,Qwen3-32B,enumeration,semi_log_needles,seed,seed=1235,30,0.019197779062647306,0.0038617110230091153,,
exact,Qwen3-32B,enumeration,semi_log_needles,seed,seed=1236,30,0.019197779062647306,0.0038617110230091153,,
exact,Qwen3-32B,enumeration,semi_log_needles,seed,seed=1237,30,0.019197779062647306,0.0038617110230091153,,
exact,Qwen3-32B,enumeration,semi_log_needles,seed,seed=1238,30,0.16818513957045098,0.03449216290467312,,
exact,Qwen3-32B,enumeration,semi_log_needles,needle,N=1,15,0.0012499429803643363,4.382737663510176e-06,,
exact,Qwen3-32B,enumeration,semi_log_needles,needle,N=2,15,0.0014789037883329787,6.131251993946138e-06,,
exact,Qwen3-32B,enumeration,semi_log_needles,needle,N=3,15,0.0017504153753450343,8.582263925749414e-06,,
exact,Qwen3-32B,enumeration,semi_log_needles,needle,N=4,15,0.002072409584474465,1.2018694547356744e-05,,
exact,Qwen3-32B,enumeration,semi_log_needles,needle,N=5,15,0.0024542512128830954,1.683662998312092e-05,,
exact,Qwen3-32B,enumeration,semi_log_needles,needle,N=6,15,0.0029069705461755484,2.358959037012717e-05,,
exact,Qwen3-32B,enumeration,semi_log_needles,needle,N=8,15,0.004079117979476904,4.628942390878795e-05,,
exact,Qwen3-32B,enumeration,semi_log_needles,needle,N=10,15,0.005721519793774749,9.063512898362249e-05,,
exact,Qwen3-32B,enumeration,semi_log_needles,needle,N=20,15,0.2836632825931081,0.06472251959277366,,
exact,Qwen3-32B,enumeration,semi_log_needles,needle,N=30,15,1.0952273049452914,0.3424708811373992,,
exact,Qwen3-32B,enumeration,semi_log_needles,length,T=2000,50,1.7663180427519927e-05,1.771399005587891e-09,,
exact,Qwen3-32B,enumeration,semi_log_needles,length,T=5000,50,0.006363084505157224,0.00021949181727408832,,
exact,Qwen3-32B,enumeration,semi_log_needles,length,T=10000,50,0.38943407573508054,0.039995146607380565,,
exact,Qwen3-32B,enumeration,piecewise_log_needles,seed,seed=1234,30,0.07482856287533314,0.025905418735797173,,
exact,Qwen3-32B,enumeration,piecewise_log_needles,seed,seed=1235,30,0.01916632164963405,0.0038733385576098837,,
exact,Qwen3-32B,enumeration,piecewise_log_needles,seed,seed=1236,30,0.01916632164963405,0.0038733385576098837,,
exact,Qwen3-32B,enumeration,piecewise_log_needles,seed,seed=1237,30,0.01916632164963405,0.0038733385576098837,,
exact,Qwen3-32B,enumeration,piecewise_log_needles,seed,seed=1238,30,0.12789511514401117,0.03295191937489656,,
exact,Qwen3-32B,enumeration,piecewise_log_needles,needle,N=1,15,4.899509440141108e-05,6.7531683873789345e-09,,
exact,Qwen3-32B,enumeration,piecewise_log_needles,needle,N=2,15,0.0001708875248703441,8.212248604740457e-08,,
exact,Qwen3-32B,enumeration,piecewise_log_needles,needle,N=3,15,0.0003467216324410403,3.378878293178377e-07,,
exact,Qwen3-32B,enumeration,piecewise_log_needles,needle,N=4,15,0.0005725384894182702,9.207145796976846e-07,,
exact,Qwen3-32B,enumeration,piecewise_log_needles,needle,N=5,15,0.0008682869796062169,2.1157138072515566e-06,,
exact,Qwen3-32B,enumeration,piecewise_log_needles,needle,N=6,15,0.00150071745720418,6.308327594455578e-06,,
exact,Qwen3-32B,enumeration,piecewise_log_needles,needle,N=8,15,0.0036007109492638347,3.6092463400935035e-05,,
exact,Qwen3-32B,enumeration,piecewise_log_needles,needle,N=10,15,0.007081940281010962,0.00013821367132196334,,
exact,Qwen3-32B,enumeration,piecewise_log_needles,needle,N=20,15,0.21949146493593283,0.061303034943046474,,
exact,Qwen3-32B,enumeration,piecewise_log_needles,needle,N=30,15,0.3267664444353835,0.11695863676674936,,
exact,Qwen3-32B,enumeration,piecewise_log_needles,length,T=2000,50,1.8135760210845194e-05,1.807059086527655e-09,,
exact,Qwen3-32B,enumeration,piecewise_log_needles,length,T=5000,50,0.006398345926305441,0.00021555874366079134,,
exact,Qwen3-32B,enumeration,piecewise_log_needles,length,T=10000,50,0.37134097246197156,0.03999254451229026,,
exact,Qwen3-32B,enumeration,log_interaction,seed,seed=1234,30,0.07204896580332706,0.025365886700368514,,
exact,Qwen3-32B,enumeration,log_interaction,seed,seed=1235,30,0.01937043762735788,0.004168356819006367,,
exact,Qwen3-32B,enumeration,log_interaction,seed,seed=1236,30,0.01937043762735788,0.004168356819006367,,
exact,Qwen3-32B,enumeration,log_interaction,seed,seed=1237,30,0.01937043762735788,0.004168356819006367,,
exact,Qwen3-32B,enumeration,log_interaction,seed,seed=1238,30,0.12778557127767015,0.03312498345328496,,
exact,Qwen3-32B,enumeration,log_interaction,needle,N=1,15,0.0002634848405742724,1.5891519367005807e-07,,
exact,Qwen3-32B,enumeration,log_interaction,needle,N=2,15,0.00014682564685573188,2.1597557648525105e-08,,
exact,Qwen3-32B,enumeration,log_interaction,needle,N=3,15,0.00025704363935354654,9.04428447027239e-08,,
exact,Qwen3-32B,enumeration,log_interaction,needle,N=4,15,0.0004880582153332239,4.354528992682134e-07,,
exact,Qwen3-32B,enumeration,log_interaction,needle,N=5,15,0.0008718653229964905,1.6275083244464097e-06,,
exact,Qwen3-32B,enumeration,log_interaction,needle,N=6,15,0.001452827754507478,4.952743968640808e-06,,
exact,Qwen3-32B,enumeration,log_interaction,needle,N=8,15,0.0034020672859097715,2.980302933009314e-05,,
exact,Qwen3-32B,enumeration,log_interaction,needle,N=10,15,0.006696498913007814,0.00011996461041472271,,
exact,Qwen3-32B,enumeration,log_interaction,needle,N=20,15,0.22138938580855466,0.06150652826080164,,
exact,Qwen3-32B,enumeration,log_interaction,needle,N=30,15,0.3207496615310172,0.12475552703676036,,
exact,Qwen3-32B,enumeration,log_interaction,length,T=2000,50,0.00021434595158246965,1.8850676512401246e-07,,
exact,Qwen3-32B,enumeration,log_interaction,length,T=5000,50,0.0033012629842958828,3.6479649783914616e-05,,
exact,Qwen3-32B,enumeration,log_interaction,length,T=10000,50,0.3590674415548139,0.03998987929839965,,
bias,Qwen3-32B,enumeration,intercept_only,seed,seed=1234,30,,,0.043522592027894075,0.15884964371625937
bias,Qwen3-32B,enumeration,intercept_only,seed,seed=1235,30,,,0.022498500385242596,0.022498500385242596
bias,Qwen3-32B,enumeration,intercept_only,seed,seed=1236,30,,,0.022498500385242596,0.022498500385242596
bias,Qwen3-32B,enumeration,intercept_only,seed,seed=1237,30,,,0.022498500385242596,0.022498500385242596
bias,Qwen3-32B,enumeration,intercept_only,seed,seed=1238,30,,,0.06747000987338599,0.33073925887660344
bias,Qwen3-32B,enumeration,intercept_only,needle,N=1,15,,,0.019998667009123054,0.019998667009123047
bias,Qwen3-32B,enumeration,intercept_only,needle,N=2,15,,,0.019998667009123054,0.019998667009123047
bias,Qwen3-32B,enumeration,intercept_only,needle,N=3,15,,,0.019998667009123054,0.019998667009123047
bias,Qwen3-32B,enumeration,intercept_only,needle,N=4,15,,,0.019998667009123054,0.019998667009123047
bias,Qwen3-32B,enumeration,intercept_only,needle,N=5,15,,,0.019998667009123054,0.019998667009123047
bias,Qwen3-32B,enumeration,intercept_only,needle,N=6,15,,,0.019998667009123054,0.019998667009123047
bias,Qwen3-32B,enumeration,intercept_only,needle,N=8,15,,,0.019998667009123054,0.019998667009123047
bias,Qwen3-32B,enumeration,intercept_only,needle,N=10,15,,,0.019998667009123054,0.019998667009123047
bias,Qwen3-32B,enumeration,intercept_only,needle,N=20,15,,,0.12688796475432007,0.46787767093714117
bias,Qwen3-32B,enumeration,intercept_only,needle,N=30,15,,,0.07043221640369389,0.22446927697660715
bias,Qwen3-32B,enumeration,intercept_only,length,T=2000,50,,,0.026998200462246116,0.026998200462246113
bias,Qwen3-32B,enumeration,intercept_only,length,T=5000,50,,,0.026998200462246116,0.026998200462246113
bias,Qwen3-32B,enumeration,intercept_only,length,T=10000,50,,,0.0539964009250322,0.2857819772130264
bias,Qwen3-32B,enumeration,log_density,seed,seed=1234,30,,,0.04319878167908524,0.15807648812717068
